ref_id,head,tail,start codon,stop codon
F18A1.3i.1,1,1147,34,927
F18A1.3j.1,1,1052,121,834
F18A1.3k.1,1,678,250,678
F18A1.3k.2,1,765,337,765
F18A1.3k.3,1,880,452,880
F18A1.3l.1,1,1113,34,954
F18A1.3m.1,1,1021,121,861
F18A1.3n.1,1,864,250,705
F18A1.3n.2,1,1066,452,907
F18A1.4a.1,1,1816,59,1705
F18A1.4a.2,1,2497,740,2386
F18A1.4b.1,1,1737,178,1626
F18A1.5.1,1,2155,11,1978
F18A1.6a.1,1,2375,20,2215
F18A1.6b.1,1,2388,24,2228
F18A1.6b.2,1,2506,142,2346
F18A1.6b.3,1,2552,187,2391
F18A1.7.1,1,904,1,801
F18A1.8.1,1,681,70,579
F18A11.1.1,1,1883,36,1493
F18A11.1.2,1,1914,67,1524
F18A11.2.1,1,1424,77,1243
F18A11.2.2,1,1426,77,1243
F18A11.2.3,1,1475,128,1294
F18A11.3.1,1,510,164,382
F18A11.5a.1,1,799,46,741
F18A11.5a.2,1,979,226,921
F18A11.5a.3,1,1091,338,1033
F18A11.5b.1,1,1448,338,961
F18A12.1.1,1,2206,11,2191
F18A12.2.1,1,506,3,491
F18A12.2.2,1,568,50,538
F18A12.4a.1,1,2208,85,2145
F18A12.4b.1,1,2091,85,2028
F18A12.4c.1,1,1575,1,1512
F18A12.4d.1,1,1458,1,1395
F18A12.5.1,1,2207,52,2154
F18A12.6.1,1,2238,60,2195
F18A12.7.1,1,1456,15,1052
F18A12.7.2,1,2711,15,1052
F18A12.8a.1,1,2898,2,2548
F18A12.8b.1,1,2988,2,2452
F18C12.1.1,1,12567,1,12516
F18C12.2a.1,1,7378,48,6887
F18C12.2b.1,1,7356,48,6863
F18C12.3.1,1,1716,1,1638
F18C12.4.1,1,816,175,762
F18C5.1.1,1,1035,1,1035
F18C5.10.1,1,1387,2,880
F18C5.10.2,1,1526,141,1019
F18C5.2.1,1,3293,1,3171
F18C5.3.1,1,8176,11,7924
F18C5.4.1,1,1013,47,973
F18C5.4.2,1,970,2,928
F18C5.5.1,1,808,68,736
F18C5.6.1,1,1188,1,1026
F18C5.8.1,1,1047,1,1047
F18C5.9.1,1,487,1,420
F18E2.15.1,1,300,1,300
F18E2.1a.1,1,1503,1,1368
F18E2.1b.1,1,1401,1,1266
F18E2.2.1,1,2028,16,1884
F18E2.2.2,1,2047,35,1903
F18E2.2.3,1,2042,16,1884
F18E2.3.1,1,3553,1,3291
F18E2.3.2,1,3501,7,3297
F18E2.4.1,1,1127,1,1008
F18E2.5a.1,1,1047,1,1047
F18E2.5b.1,1,1388,47,1255
F18E3.1.1,1,969,1,969
F18E3.10.1,1,747,1,747
F18E3.11.1,1,404,46,318
F18E3.12.1,1,404,45,314
F18E3.13.1,1,513,49,318
F18E3.2.1,1,1110,1,1110
F18E3.4a.1,1,1017,1,1017
F18E3.4b.1,1,1140,1,1140
F18E3.5.1,1,1146,1,1146
F18E3.6.1,1,1511,105,1166
F18E3.7a.1,1,1099,7,1011
F18E3.7a.2,1,1315,223,1227
F18E3.7a.3,1,1620,528,1532
F18E3.7a.4,1,1182,90,1094
F18E9.1.1,1,668,35,574
F18E9.2a.1,1,605,15,380
F18E9.2b.1,1,489,9,365
F18E9.2b.2,1,587,107,463
F18E9.2b.3,1,671,191,547
F18E9.3.1,1,1824,56,1342
F18E9.4.1,1,1012,16,876
F18E9.5a.1,1,3891,423,3485
F18E9.5b.1,1,3626,26,3211
F18E9.7a.1,1,1188,1,1188
F18E9.7b.1,1,1302,1,1161
F18E9.8a.1,1,1434,329,895
F18E9.8a.2,1,1964,377,943
F18E9.8b.1,1,291,1,291
F18F11.1.1,1,745,18,650
F18F11.3a.1,1,5552,180,5141
F18F11.3b.1,1,5357,180,4946
F18F11.3c.1,1,5450,180,5039
F18F11.3d.1,1,5645,180,5234
F18F11.3e.1,1,5507,180,5096
F18F11.3f.1,1,5312,180,4901
F18F11.3g.1,1,5405,180,4994
F18F11.3h.1,1,5600,180,5189
F18F11.3i.1,1,993,61,582
F18F11.4.1,1,1874,135,1787
F18F11.5.1,1,1986,18,1787
F18G5.1.1,1,357,1,357
F18G5.2a.1,1,1813,183,1577
F18G5.2b.1,1,1678,183,1442
F18G5.3.1,1,1264,11,1078
F18G5.3.2,1,1326,72,1139
F18G5.4.1,1,2278,324,2231
F18G5.4.2,1,2421,324,2231
F18G5.6.1,1,932,8,406
F18G5.6.2,1,973,67,465
F18H3.1.1,1,810,1,612
F18H3.3a.1,1,3296,277,2355
F18H3.3a.2,1,3026,5,2083
F18H3.3a.3,1,3181,160,2238
F18H3.3a.4,1,3170,149,2227
F18H3.3b.1,1,3190,520,2247
F18H3.3b.2,1,2734,64,1791
F18H3.4.1,1,1917,15,1394
F18H3.5.1,1,1235,8,1036
F18H3.5.2,1,1415,188,1216
F19B10.1.1,1,893,16,822
F19B10.1.2,1,1372,16,822
F19B10.10.1,1,2000,8,1927
F19B10.10.2,1,2145,153,2072
F19B10.13.1,1,784,71,415
F19B10.2.1,1,986,236,838
F19B10.3.1,1,195,1,195
F19B10.4.1,1,1223,1,1011
F19B10.5.1,1,962,21,962
F19B10.6.1,1,342,1,342
F19B10.7.1,1,969,1,954
F19B10.8.1,1,1023,1,1023
F19B10.9.1,1,1243,4,1134
F19B2.3.1,1,801,1,801
F19B2.5.1,1,1062,454,888
F19B2.5.10,1,884,273,707
F19B2.5.11,1,861,251,685
F19B2.5.12,1,883,274,708
F19B2.5.13,1,852,243,677
F19B2.5.14,1,871,262,696
F19B2.5.15,1,848,239,673
F19B2.5.16,1,858,249,683
F19B2.5.17,1,864,255,689
F19B2.5.18,1,861,252,686
F19B2.5.19,1,939,330,764
F19B2.5.2,1,859,251,685
F19B2.5.20,1,922,313,747
F19B2.5.21,1,987,378,812
F19B2.5.22,1,858,249,683
F19B2.5.23,1,866,257,691
F19B2.5.24,1,952,343,777
F19B2.5.25,1,857,246,680
F19B2.5.26,1,832,222,656
F19B2.5.27,1,861,251,685
F19B2.5.28,1,839,230,664
F19B2.5.29,1,853,244,678
F19B2.5.3,1,822,213,647
F19B2.5.30,1,866,257,691
F19B2.5.4,1,1574,963,1397
F19B2.5.5,1,1746,1136,1570
F19B2.5.6,1,905,296,730
F19B2.5.7,1,853,244,678
F19B2.5.8,1,889,262,696
F19B2.5.9,1,867,255,689
F19B2.6.1,1,2779,4,2427
F19B2.6.2,1,2793,18,2441
F19B2.7.1,1,780,1,780
F19B2.8.1,1,993,1,993
F19B6.10.1,1,174,1,174
F19B6.1a.1,1,2277,125,1672
F19B6.1a.2,1,2257,105,1652
F19B6.1a.3,1,2278,126,1673
F19B6.1a.4,1,2271,119,1666
F19B6.1b.1,1,2274,2,1669
F19B6.1b.2,1,2203,2,1669
F19B6.1b.3,1,1877,2,1669
F19B6.1c.1,1,1050,9,446
F19B6.1d.1,1,2349,35,1744
F19B6.1d.2,1,2244,1,1710
F19B6.1d.3,1,1918,1,1710
F19B6.2a.1,1,1155,17,1045
F19B6.2a.2,1,1319,181,1209
F19B6.2b.1,1,1121,1,1011
F19B6.3.1,1,1540,118,1170
F19B6.4.1,1,2198,70,2157
F19C6.1.1,1,3096,409,2337
F19C6.1.2,1,3101,409,2337
F19C6.2.1,1,2001,5,1492
F19C6.3.1,1,1859,5,1294
F19C6.4a.1,1,1894,354,1841
F19C6.4b.1,1,1889,354,1748
F19C6.5.1,1,1040,132,887
F19C7.1.1,1,972,46,846
F19C7.1.2,1,1031,105,905
F19C7.2.1,1,1679,2,1624
F19C7.2.2,1,1717,2,1624
F19C7.3.1,1,1517,185,1282
F19C7.4.1,1,1755,69,1697
F19C7.4.2,1,1690,4,1632
F19C7.7.1,1,1029,22,936
F19C7.8a.1,1,1621,1,1296
F19C7.8b.1,1,1210,1,885
F19C7.8c.1,1,883,1,558
F19C7.8d.1,1,1312,1,987
F19C7.8e.1,1,1642,1,1317
F19D8.1a.1,1,1613,1,1236
F19D8.1b.1,1,1709,1,1332
F19D8.1c.1,1,629,1,252
F19D8.2.1,1,1287,1,684
F19F10.1.1,1,642,10,642
F19F10.1.2,1,705,73,705
F19F10.10.1,1,2792,68,2743
F19F10.11a.1,1,3620,101,3466
F19F10.11b.1,1,2749,101,2707
F19F10.12.1,1,2097,90,2030
F19F10.12.2,1,2136,76,2016
F19F10.14.1,1,312,1,312
F19F10.3.1,1,490,35,412
F19F10.4.1,1,730,91,591
F19F10.4.2,1,800,165,665
F19F10.5.1,1,873,1,657
F19F10.7.1,1,996,1,996
F19F10.9.1,1,2729,92,2581
F19F10.9.2,1,2598,51,2540
F19G12.1.1,1,859,9,488
F19G12.11.1,1,144,1,144
F19G12.3.1,1,234,1,234
F19G12.4.1,1,174,1,174
F19G12.5.1,1,999,1,999
F19G12.7.1,1,1719,1,1719
F19G12.8.1,1,694,430,555
F19G12.9a.1,1,410,250,318
F19G12.9a.2,1,275,113,181
F19G12.9a.3,1,327,165,233
F19G12.9b.1,1,370,138,278
F19H6.1.1,1,1175,3,911
F19H6.1.2,1,1088,9,917
F19H6.2.1,1,1204,44,892
F19H6.2.2,1,1208,44,892
F19H6.3.1,1,3231,1,2730
F19H6.4.1,1,872,1,732
F19H6.5.1,1,800,148,768
F19H6.6.1,1,641,65,616
F19H8.1a.1,1,3839,8,3697
F19H8.1b.1,1,886,1,744
F19H8.2.1,1,1058,80,991
F19H8.2.2,1,1159,181,1092
F19H8.3.1,1,1586,741,1295
F19H8.4.1,1,2810,97,2346
F19H8.5.1,1,1909,1,1824
F20A1.1.1,1,451,50,391
F20A1.10.1,1,432,4,351
F20A1.2.1,1,1317,8,1144
F20A1.3.1,1,909,1,909
F20A1.4.1,1,1777,35,1777
F20A1.6a.1,1,818,4,663
F20A1.6b.1,1,813,76,621
F20A1.6c.1,1,375,1,375
F20A1.7a.1,1,4686,129,4607
F20A1.7b.1,1,5370,129,5291
F20A1.7c.1,1,5741,129,4256
F20A1.8.1,1,391,3,323
F20A1.9.1,1,1637,300,1601
F20B10.1.1,1,4565,874,4416
F20B10.3.1,1,877,7,750
F20B4.6.1,1,1742,91,1422
F20B4.6.2,1,1655,5,1336
F20B6.10a.1,1,72,1,72
F20B6.10b.1,1,42,1,42
F20B6.2.1,1,1904,3,1478
F20B6.3.1,1,4620,11,4258
F20B6.4.1,1,694,118,636
F20B6.4.2,1,589,8,526
F20B6.5.1,1,897,39,857
F20B6.6.1,1,288,1,288
F20B6.8a.1,1,3681,78,2543
F20B6.8a.2,1,3649,78,2543
F20B6.8a.3,1,3598,78,2543
F20B6.8b.1,1,3910,232,2772
F20B6.8b.2,1,3881,232,2772
F20B6.8b.3,1,3827,232,2772
F20B6.8c.1,1,3522,163,2385
F20B6.8c.2,1,3440,163,2385
F20B6.8c.3,1,3582,223,2445
F20B6.9.1,1,438,283,438
F20B6.9.2,1,360,169,324
F20C5.11.1,1,1295,85,1050
F20C5.1a.1,1,2617,39,2384
F20C5.1b.1,1,2566,39,2333
F20C5.1c.1,1,3215,1105,2982
F20C5.1d.1,1,2201,39,2156
F20C5.1e.1,1,2048,1,1815
F20C5.1f.1,1,2620,39,2387
F20C5.1g.1,1,2557,39,2324
F20C5.1h.1,1,2611,39,2378
F20C5.1i.1,1,2626,39,2393
F20C5.2a.1,1,2410,62,2410
F20C5.2c.1,1,366,1,366
F20C5.2d.1,1,171,1,171
F20C5.2f.1,1,84,1,84
F20C5.3a.1,1,1396,16,708
F20C5.3a.2,1,1279,12,704
F20C5.3b.1,1,1537,16,849
F20C5.3b.2,1,1420,12,845
F20C5.3c.1,1,1318,1,630
F20C5.3c.2,1,1205,1,630
F20C5.3d.1,1,1144,1,456
F20C5.3d.2,1,1031,1,456
F20C5.4.1,1,1243,14,1099
F20C5.5.1,1,2270,362,2116
F20C5.5.2,1,2239,333,2087
F20C5.6.1,1,1461,19,1065
F20C5.7.1,1,991,65,991
F20D1.1.1,1,899,20,520
F20D1.10.1,1,404,3,275
F20D1.10.2,1,699,3,275
F20D1.10.3,1,1015,317,589
F20D1.2.1,1,2182,10,1935
F20D1.22.1,1,695,413,547
F20D1.3.1,1,1555,2,1393
F20D1.4.1,1,764,1,579
F20D1.6.1,1,2909,29,2776
F20D1.6.2,1,2920,29,2776
F20D1.7.1,1,2244,63,2150
F20D1.8.1,1,1627,219,1436
F20D1.9.1,1,1152,19,960
F20D12.12.1,1,218,43,120
F20D12.1a.1,1,3662,76,3168
F20D12.1a.2,1,3599,13,3105
F20D12.1a.3,1,3362,1,3093
F20D12.1b.1,1,3102,5,2608
F20D12.1b.2,1,2877,5,2608
F20D12.2.1,1,3477,4,3354
F20D12.2.2,1,3508,35,3385
F20D12.2.3,1,3532,4,3354
F20D12.3.1,1,2330,96,2240
F20D12.4.1,1,2495,18,2354
F20D12.4.2,1,2589,112,2448
F20D12.4.3,1,2558,81,2417
F20D12.5.1,1,552,88,345
F20D12.5.2,1,491,23,280
F20D12.6a.1,1,528,25,393
F20D12.6b.1,1,886,145,744
F20D12.7.1,1,477,1,477
F20D6.1.1,1,811,221,763
F20D6.1.2,1,840,250,792
F20D6.1.3,1,758,168,710
F20D6.1.4,1,773,183,725
F20D6.10.1,1,1797,140,1600
F20D6.11.1,1,1838,11,1660
F20D6.12.1,1,927,1,927
F20D6.15.1,1,612,1,612
F20D6.2.1,1,996,3,920
F20D6.3.1,1,1267,47,1165
F20D6.4a.1,1,1225,2,1102
F20D6.4b.1,1,1121,2,1102
F20D6.4b.2,1,1265,109,1209
F20D6.4b.3,1,1189,9,1109
F20D6.4c.1,1,1099,2,1099
F20D6.4d.1,1,1327,83,1204
F20D6.5.1,1,1354,54,1184
F20D6.6.1,1,1093,25,975
F20D6.8.1,1,1688,50,1162
F20D6.9.1,1,357,1,357
F20E11.1.1,1,996,1,996
F20E11.10.1,1,1017,1,1017
F20E11.12.1,1,1176,68,1060
F20E11.15.1,1,882,1,882
F20E11.17.1,1,386,30,245
F20E11.18a.1,1,348,1,348
F20E11.18b.1,1,327,1,327
F20E11.2.1,1,933,1,933
F20E11.4.1,1,972,1,972
F20E11.6.1,1,1044,1,1044
F20E11.7.1,1,1080,1,1080
F20G2.1.1,1,837,18,767
F20G2.2.1,1,803,17,766
F20G2.3a.1,1,1371,132,1265
F20G2.3b.1,1,562,3,455
F20G2.4.1,1,1243,3,1193
F20G2.5.1,1,1525,9,1490
F20G2.6a.1,1,820,51,563
F20G2.6a.2,1,1315,551,1063
F20G2.6b.1,1,990,81,737
F20G4.1.1,1,5057,2,4849
F20G4.1.2,1,5132,77,4924
F20G4.1.3,1,5091,36,4883
F20G4.2.1,1,1679,3,1679
F20G4.2.2,1,1692,16,1692
F20G4.3.1,1,6494,35,6046
F20G4.3.2,1,6617,158,6169
F20G4.3.3,1,6622,163,6174
F20G4.3.4,1,6518,35,6046
F20H11.1.1,1,1574,1,1461
F20H11.2.1,1,6425,85,5685
F20H11.3.1,1,1608,4,1029
F20H11.3.2,1,1264,4,1029
F20H11.3.3,1,1259,4,1029
F20H11.3.4,1,1233,4,1029
F20H11.4.1,1,1507,43,1383
F20H11.5.1,1,1310,34,1185
F21A10.1a.1,1,770,13,687
F21A10.1b.1,1,521,1,438
F21A10.1c.1,1,825,98,739
F21A10.2a.1,1,3667,111,2807
F21A10.2a.2,1,3740,180,2876
F21A10.2a.3,1,3734,178,2874
F21A10.2a.4,1,3837,281,2977
F21A10.2a.5,1,3800,244,2940
F21A10.2b.1,1,4269,568,3411
F21A10.2c.1,1,3759,46,2895
F21A10.2d.1,1,5071,1379,4213
F21A10.2d.2,1,3942,239,3073
F21A10.2e.1,1,3905,12,3041
F21A10.4.1,1,2034,44,1996
F21A3.1.1,1,1000,1,999
F21A3.11.1,1,1610,63,1553
F21A3.2.1,1,300,110,268
F21A3.3.1,1,1071,4,936
F21A3.4.1,1,839,47,766
F21A3.5.1,1,1754,15,1595
F21A3.5.2,1,1651,15,1595
F21A3.6.1,1,888,124,834
F21A3.7a.1,1,2133,16,2043
F21A3.7b.1,1,1044,1,1044
F21A9.1a.1,1,1331,664,1245
F21A9.1a.2,1,1527,860,1441
F21A9.1b.1,1,1061,1,975
F21A9.2.1,1,1461,216,1394
F21C10.1.1,1,702,1,702
F21C10.10.1,1,789,4,684
F21C10.10.2,1,1049,264,944
F21C10.11a.1,1,289,4,246
F21C10.11b.1,1,155,5,130
F21C10.12.1,1,1237,1,1050
F21C10.13.1,1,741,9,437
F21C10.18.1,1,320,21,293
F21C10.19.1,1,342,1,342
F21C10.3.1,1,1132,222,974
F21C10.4.1,1,711,6,596
F21C10.5.1,1,747,1,312
F21C10.6.1,1,570,1,570
F21C10.7.1,1,7923,24,7790
F21C10.7.2,1,8000,101,7867
F21C10.8a.1,1,1257,38,1186
F21C10.8b.1,1,1216,41,1147
F21C10.9.1,1,1064,38,991
F21C10.9.2,1,1084,38,991
F21C3.1.1,1,1650,56,1411
F21C3.1.2,1,1548,14,1369
F21C3.2.1,1,2138,48,2129
F21C3.3.1,1,552,17,409
F21C3.3.2,1,724,191,583
F21C3.3.3,1,662,129,521
F21C3.3.4,1,604,71,463
F21C3.3.5,1,615,82,474
F21C3.4a.1,1,1866,1,1737
F21C3.4a.2,1,2011,146,1882
F21C3.4b.1,1,1900,1,1713
F21C3.4b.2,1,2045,146,1858
F21C3.5.1,1,625,79,459
F21C3.6.1,1,624,11,571
F21C3.7.1,1,503,17,436
F21C3.7.2,1,531,17,436
F21D12.1a.1,1,1527,28,1374
F21D12.1b.1,1,1429,63,1265
F21D12.1c.1,1,1545,59,1381
F21D12.1c.2,1,1495,9,1331
F21D12.1d.1,1,1532,28,1368
F21D12.1e.1,1,1540,35,1387
F21D12.2.1,1,300,1,300
F21D12.3.1,1,2028,12,1502
F21D12.3.2,1,2159,143,1633
F21D12.3.3,1,2316,300,1790
F21D12.5.1,1,685,1,531
F21D5.1.1,1,2009,3,1655
F21D5.2a.1,1,1311,32,961
F21D5.2a.2,1,1349,70,999
F21D5.2b.1,1,1409,67,1059
F21D5.2c.1,1,1157,1,807
F21D5.3a.1,1,2330,13,2244
F21D5.3a.2,1,2424,107,2338
F21D5.3b.1,1,834,1,750
F21D5.3c.1,1,285,1,201
F21D5.4.1,1,923,3,782
F21D5.4.2,1,1047,3,782
F21D5.5.1,1,1349,21,1244
F21D5.6.1,1,1028,8,880
F21D5.6.2,1,1129,8,880
F21D5.7.1,1,1903,7,1497
F21D5.8.1,1,517,1,381
F21D5.9.1,1,760,29,586
F21D9.1.1,1,1104,1,1104
F21D9.11a.1,1,588,1,588
F21D9.2.1,1,1129,18,1034
F21D9.3.1,1,205,35,205
F21D9.4a.1,1,1072,96,1031
F21D9.4b.1,1,629,1,588
F21D9.4c.1,1,997,96,893
F21D9.8.1,1,630,1,630
F21E9.2.1,1,699,8,508
F21E9.3.1,1,561,11,460
F21E9.3.2,1,666,118,567
F21E9.4.1,1,607,61,441
F21F3.1.1,1,1184,62,1114
F21F3.1.2,1,1106,25,1077
F21F3.2.1,1,1447,60,1382
F21F3.3.1,1,1132,81,968
F21F3.4.1,1,1364,83,1264
F21F3.5.1,1,1712,106,1641
F21F3.6.1,1,1182,4,708
F21F3.6.2,1,1359,182,886
F21F3.6.3,1,837,12,716
F21F3.7.1,1,936,25,531
F21F8.1.1,1,966,1,966
F21F8.10.1,1,1207,119,1207
F21F8.11.1,1,1887,16,1608
F21F8.3.1,1,1242,3,1184
F21F8.3.2,1,1252,13,1194
F21F8.4.1,1,1240,3,1190
F21F8.4.2,1,1389,154,1341
F21F8.4.3,1,1336,101,1288
F21F8.4.4,1,1328,93,1280
F21F8.5.1,1,860,464,811
F21F8.7.1,1,1275,3,1172
F21F8.7.2,1,1290,3,1172
F21F8.9.1,1,1044,1,1044
F21G4.1.1,1,2017,7,1929
F21G4.1.2,1,2054,7,1929
F21G4.2.1,1,5068,50,4771
F21G4.3.1,1,1096,1,1071
F21G4.4.1,1,1171,7,747
F21G4.4.2,1,1307,9,749
F21G4.5.1,1,1322,17,997
F21G4.6.1,1,6193,5,6073
F21H11.2a.1,1,8794,1,8661
F21H11.2b.1,1,2278,1,2145
F21H11.3.1,1,1829,144,1415
F21H11.3.2,1,1795,144,1415
F21H11.3.3,1,1767,144,1415
F21H11.3.4,1,1785,144,1415
F21H11.3.5,1,1641,144,1415
F21H12.1.1,1,1446,3,1367
F21H12.3.1,1,545,9,545
F21H12.5.1,1,2272,110,2008
F21H12.5.2,1,2268,109,2007
F21H12.5.3,1,2241,109,2007
F21H12.5.4,1,2286,109,2007
F21H12.6.1,1,4427,167,4291
F21H12.7.1,1,816,54,779
F21H7.1.1,1,759,47,703
F21H7.10.1,1,1849,186,1439
F21H7.10.2,1,1317,48,1301
F21H7.11.1,1,1152,1,1065
F21H7.12.1,1,655,44,610
F21H7.14.1,1,510,1,510
F21H7.2.1,1,1659,106,1632
F21H7.2.2,1,1836,278,1804
F21H7.3.1,1,668,81,593
F21H7.4.1,1,886,1,849
F21H7.5.1,1,1130,93,1013
F21H7.7.1,1,1056,1,1056
F21H7.9.1,1,3327,1,3327
F22A3.1a.1,1,1869,1,1131
F22A3.1b.1,1,2283,150,1541
F22A3.2.1,1,584,3,440
F22A3.3a.1,1,1488,1,1470
F22A3.3b.1,1,2032,297,1940
F22A3.5.1,1,1333,64,1146
F22A3.6a.1,1,539,64,483
F22A3.6c.1,1,416,13,357
F22A3.7.1,1,471,13,432
F22B3.1.1,1,459,33,344
F22B3.10a.1,1,903,1,903
F22B3.2.1,1,554,33,443
F22B3.4.1,1,2317,29,2161
F22B3.4.2,1,2460,172,2304
F22B3.4.3,1,2325,37,2169
F22B3.5a.1,1,899,264,899
F22B3.5b.1,1,869,264,869
F22B3.7.1,1,1140,1,1140
F22B3.8.1,1,1870,367,1860
F22B5.1.1,1,670,1,555
F22B5.10.1,1,767,1,561
F22B5.10.2,1,706,1,561
F22B5.10.3,1,773,14,574
F22B5.2a.1,1,1161,18,806
F22B5.2b.1,1,1127,2,772
F22B5.3.1,1,1276,2,1171
F22B5.4.1,1,625,60,554
F22B5.4.2,1,573,8,502
F22B5.5.1,1,1053,23,1021
F22B5.6.1,1,689,52,624
F22B5.7.1,1,4522,4,4251
F22B5.9.1,1,1904,5,1780
F22B7.1.1,1,1532,9,1055
F22B7.10.1,1,2155,8,2059
F22B7.13.1,1,1698,32,1609
F22B7.2a.1,1,370,14,265
F22B7.2b.1,1,572,11,463
F22B7.3.1,1,510,175,474
F22B7.4.1,1,2240,1984,2175
F22B7.5a.1,1,1697,11,1381
F22B7.5b.1,1,1566,11,1351
F22B7.6a.1,1,2013,76,1866
F22B7.6b.1,1,2007,469,1860
F22B7.6b.2,1,1982,444,1835
F22B7.6b.3,1,2013,475,1866
F22B7.6b.4,1,1819,281,1672
F22B7.6b.5,1,1743,205,1596
F22B7.7.1,1,2204,18,1691
F22B7.9.1,1,974,32,763
F22B8.1.1,1,1205,1,1140
F22B8.3.1,1,966,1,966
F22B8.5a.1,1,1212,56,1039
F22B8.5c.1,1,456,1,354
F22B8.6a.1,1,1349,72,1250
F22B8.6a.2,1,1294,19,1197
F22B8.6a.3,1,1447,172,1350
F22B8.6b.1,1,1190,8,1093
F22B8.7.1,1,1433,360,1379
F22B8.7.2,1,1119,18,1037
F22D3.1a.1,1,2709,132,2030
F22D3.1a.2,1,2651,74,1972
F22D3.1b.1,1,2736,132,2057
F22D3.1b.2,1,2678,74,1999
F22D3.1c.1,1,2599,67,1920
F22D3.1c.2,1,2664,132,1985
F22D3.1d.1,1,2686,67,2007
F22D3.1d.2,1,2864,245,2185
F22D3.1e.1,1,2745,132,2066
F22D3.1e.2,1,2686,73,2007
F22D3.1f.1,1,2725,132,2045
F22D3.1g.1,1,2637,132,1958
F22D3.1h.1,1,2718,132,2039
F22D3.1h.2,1,2659,73,1980
F22D3.1i.1,1,2632,132,1952
F22D3.1i.2,1,2573,73,1893
F22D3.1j.1,1,2747,137,2068
F22D3.1j.2,1,2742,132,2063
F22D3.1j.3,1,2683,73,2004
F22D3.1k.1,1,2769,246,2090
F22D3.1k.2,1,2597,74,1918
F22D3.1l.1,1,2650,132,1970
F22D3.1l.2,1,2591,73,1911
F22D3.1m.1,1,2715,132,2036
F22D3.1m.2,1,2651,68,1972
F22D3.1n.1,1,2628,132,1949
F22D3.1n.2,1,2569,73,1890
F22D3.1o.1,1,2623,132,1943
F22D3.1p.1,1,2659,132,1979
F22D3.1p.2,1,2600,73,1920
F22D3.2c.1,1,1907,57,953
F22D3.2c.2,1,2085,235,1131
F22D3.2d.1,1,2920,98,1966
F22D3.2d.2,1,2904,82,1950
F22D3.2e.1,1,2911,98,1957
F22D3.2f.1,1,1204,98,1204
F22D3.2g.1,1,2932,98,1978
F22D3.2i.1,1,1746,1,792
F22D3.2j.1,1,2923,98,1969
F22D3.4.1,1,1490,17,1336
F22D3.6.1,1,2042,2,1921
F22D3.6.2,1,2055,12,1931
F22D6.1.1,1,1410,129,1385
F22D6.10.1,1,1148,90,998
F22D6.10.2,1,1127,18,926
F22D6.11.1,1,1323,1,1323
F22D6.12.1,1,1462,1,1311
F22D6.12.2,1,1569,108,1418
F22D6.12.3,1,1562,79,1389
F22D6.15.1,1,460,39,422
F22D6.15.2,1,464,29,412
F22D6.2.1,1,1138,21,590
F22D6.2.2,1,1371,21,590
F22D6.2.3,1,1498,104,673
F22D6.2.4,1,1469,75,644
F22D6.2.5,1,1460,66,635
F22D6.3a.1,1,1803,6,1643
F22D6.3a.2,1,1904,92,1729
F22D6.4.1,1,539,3,425
F22D6.4.2,1,656,120,542
F22D6.5a.1,1,2506,27,2354
F22D6.5a.2,1,2639,160,2487
F22D6.5a.3,1,2640,161,2488
F22D6.5b.1,1,2273,27,2273
F22D6.6.1,1,2149,3,1823
F22D6.8.1,1,426,94,396
F22D6.8.2,1,593,261,563
F22D6.9.1,1,1473,316,1422
F22E10.1.1,1,4094,1,3957
F22E10.2.1,1,4319,243,4214
F22E10.3.1,1,4293,26,4009
F22E10.5.1,1,1489,8,1192
F22E12.1.1,1,2923,26,2317
F22E12.2.1,1,800,1,624
F22E12.3.1,1,920,1,759
F22E12.4a.1,1,2669,9,2180
F22E12.4a.2,1,2775,115,2286
F22E12.4b.1,1,2536,9,1100
F22E12.4b.2,1,1575,115,1206
F22E12.4c.1,1,1887,1,1398
F22E12.4d.1,1,2606,9,2117
F22E12.4d.2,1,2712,115,2223
F22E12.4e.1,1,2433,1,1944
F22E5.1.1,1,1263,96,1208
F22E5.1.2,1,1174,7,1119
F22E5.11.1,1,678,1,678
F22E5.12.1,1,1000,14,757
F22E5.13.1,1,1190,413,709
F22E5.13.2,1,1081,484,780
F22E5.13.3,1,970,421,717
F22E5.13.4,1,836,281,577
F22E5.13.5,1,758,161,457
F22E5.16.1,1,1021,10,1002
F22E5.17.1,1,983,19,912
F22E5.2.1,1,216,1,216
F22E5.20.1,1,734,49,663
F22E5.21.1,1,892,306,860
F22E5.21.2,1,686,98,652
F22E5.22.1,1,316,1,216
F22E5.23.1,1,303,1,300
F22E5.3.1,1,3562,2,3493
F22E5.4.1,1,978,1,978
F22E5.6.1,1,811,36,713
F22E5.7.1,1,432,1,432
F22E5.8.1,1,808,44,742
F22E5.9.1,1,609,15,494
F22E5.9.2,1,623,15,494
F22F1.1.1,1,877,44,670
F22F1.2.1,1,1016,6,905
F22F1.3.1,1,981,6,743
F22F4.1.1,1,1933,149,1819
F22F4.2.1,1,1633,14,1276
F22F4.3.1,1,2299,61,2097
F22F4.4.1,1,911,142,312
F22F4.4.2,1,959,187,357
F22F4.4.3,1,906,134,304
F22F4.4.4,1,924,152,322
F22F4.4.5,1,816,144,314
F22F4.5.1,1,682,36,626
F22F4.9.1,1,431,77,322
F22F7.11.1,1,336,1,336
