ref_id,length
C09H10.6.1,1301
C09H10.7.1,1043
C09H10.8.1,1108
C09H10.9.1,1251
C09H5.2a.1,3367
C09H5.3.1,1139
C09H5.4.1,1109
C09H5.5.1,1208
C09H5.6.1,1227
C09H5.7.1,1041
C09H5.9.1,1067
C09H6.1a.1,4227
C09H6.1b.1,4221
C09H6.2a.1,3339
C09H6.2a.2,3311
C09H6.2b.1,3255
C09H6.2b.2,3227
C09H6.2c.1,3187
C09H6.2c.2,3159
C09H6.3.1,2022
C10A4.1.1,1599
C10A4.10.1,1008
C10A4.13.1,802
C10A4.13.2,426
C10A4.13.3,704
C10A4.2.1,816
C10A4.3.1,2491
C10A4.4.1,886
C10A4.4.2,796
C10A4.5.1,1418
C10A4.5.2,1589
C10A4.6.1,732
C10A4.7.1,718
C10A4.8.1,953
C10A4.9a.1,539
C10A4.9b.1,751
C10B5.1.1,997
C10B5.1.2,992
C10B5.3.1,839
C10B5.3.2,774
C10C5.1a.1,7752
C10C5.1a.2,7715
C10C5.1b.1,7639
C10C5.1b.2,7601
C10C5.1c.1,7758
C10C5.1c.2,7721
C10C5.1d.1,7640
C10C5.1d.2,7607
C10C5.1e.1,7758
C10C5.1e.2,7721
C10C5.1f.1,7640
C10C5.1f.2,7607
C10C5.1g.1,7764
C10C5.1g.2,7727
C10C5.1h.1,7650
C10C5.1h.2,7613
C10C5.1i.1,5494
C10C5.1i.2,5457
C10C5.1j.1,5572
C10C5.1j.2,5535
C10C5.1k.1,5440
C10C5.1k.2,5403
C10C5.1l.1,3496
C10C5.1l.2,3459
C10C5.2.1,1500
C10C5.2.2,1577
C10C5.3.1,1392
C10C5.4.1,1405
C10C5.5.1,1317
C10C5.6a.1,5797
C10C5.6b.1,5815
C10C5.6c.1,5862
C10C5.6d.1,5806
C10C5.6e.1,5824
C10C5.7.1,368
C10C5.7.2,379
C10C6.13.1,329
C10C6.1a.1,5230
C10C6.1b.1,4568
C10C6.1c.1,5811
C10C6.1d.1,5907
C10C6.1e.1,5547
C10C6.1f.1,5358
C10C6.1g.1,5911
C10C6.1h.1,5634
C10C6.1i.1,5126
C10C6.2.1,1229
C10C6.3a.1,1066
C10C6.3b.1,1057
C10C6.5.1,2192
C10C6.5.2,1944
C10C6.6.1,3826
C10C6.7b.1,754
C10C6.7c.1,329
C10E2.1.1,2313
C10E2.2.1,2919
C10E2.2.2,2972
C10E2.3a.1,3624
C10E2.3b.1,3479
C10E2.5.1,1566
C10E2.5.2,970
C10E2.6.1,2337
C10F3.1.1,2539
C10F3.2.1,1374
C10F3.3.1,3343
C10F3.4a.1,1473
C10F3.4b.1,1590
C10F3.5a.1,986
C10F3.5b.1,921
C10F3.6.1,1916
C10F3.6.2,1997
C10F3.7.1,673
C10G11.10.1,829
C10G11.1a.1,580
C10G11.1b.1,784
C10G11.2.1,1023
C10G11.3.1,1092
C10G11.4.1,1038
C10G11.5a.1,1578
C10G11.5b.1,1582
C10G11.5c.1,1457
C10G11.5c.2,1465
C10G11.5c.3,1591
C10G11.5c.4,1555
C10G11.6a.1,1187
C10G11.6b.1,1314
C10G11.7a.1,1633
C10G11.7a.10,1266
C10G11.7a.11,1183
C10G11.7a.12,1396
C10G11.7a.2,1591
C10G11.7a.3,2792
C10G11.7a.4,1621
C10G11.7a.5,1613
C10G11.7a.6,1628
C10G11.7a.7,1613
C10G11.7a.8,1556
C10G11.7a.9,1435
C10G11.8.1,1546
C10G11.8.2,1425
C10G11.8.3,1436
C10G11.9.1,712
C10G6.1a.1,2093
C10G6.1a.2,2189
C10G6.1b.1,2079
C10G6.1b.2,2175
C10G8.1.1,1014
C10G8.2.1,627
C10G8.3.1,661
C10G8.4.1,366
C10G8.5a.1,3733
C10G8.5b.1,3583
C10G8.5c.1,1336
C10G8.5d.1,2932
C10G8.6.1,1093
C10G8.7.1,820
C10G8.8a.1,1392
C10G8.8b.1,1172
C10G8.8b.10,1317
C10G8.8b.11,2349
C10G8.8b.12,1233
C10G8.8b.13,1306
C10G8.8b.14,1246
C10G8.8b.2,1344
C10G8.8b.3,1344
C10G8.8b.4,1335
C10G8.8b.5,1327
C10G8.8b.6,1291
C10G8.8b.7,1271
C10G8.8b.8,1309
C10G8.8b.9,1328
C10H11.1.1,3163
C10H11.1.2,3013
C10H11.1.3,3013
C10H11.1.4,2961
C10H11.1.5,2890
C10H11.10.1,1402
C10H11.3.1,1663
C10H11.4.1,1734
C10H11.5.1,1597
C10H11.6a.1,1909
C10H11.6b.1,1848
C10H11.7.1,1046
C10H11.8a.1,1656
C10H11.8b.1,1605
C10H11.9.1,4366
C10H11.9.2,4247
C10H11.9.3,4473
C11D2.2.1,1174
C11D2.3.1,792
C11D2.4.1,1288
C11D2.6a.1,5724
C11D2.6b.1,5441
C11D2.6c.1,5543
C11D2.6d.1,5826
C11D2.6e.1,5628
C11D2.6f.1,5345
C11D2.6g.1,5730
C11D2.6h.1,5447
C11D2.6i.1,5687
C11D2.6j.1,5489
C11D2.6k.1,5585
C11D2.6l.1,5591
C11D2.6m.1,5741
C11D2.6n.1,5543
C11D2.6o.1,5639
C11D2.6p.1,5645
C11D2.7.1,726
C11D9.1.1,2930
C11E4.1.1,910
C11E4.2.1,797
C11E4.2.2,879
C11E4.3a.1,1954
C11E4.3b.1,381
C11E4.6.1,3979
C11E4.7a.1,1393
C11E4.7b.1,1175
C11E4.8a.1,1352
C11E4.8b.1,1050
C11E4.8c.1,1217
C11E4.8d.1,657
C11G10.1.1,864
C11G6.1a.1,3578
C11G6.1a.2,3474
C11G6.1b.1,1487
C11G6.1c.1,1070
C11G6.1d.1,3284
C11G6.2.1,510
C11G6.4a.1,1687
C11G6.4a.2,1872
C11G6.4b.1,1926
C11G6.4b.2,1505
C11H1.2.1,1632
C11H1.2.2,1645
C11H1.3.1,1994
C11H1.3.2,1927
C11H1.4a.1,3367
C11H1.4a.2,3374
C11H1.4b.1,3165
C11H1.4b.10,3103
C11H1.4b.11,2443
C11H1.4b.12,1370
C11H1.4b.2,3078
C11H1.4b.3,3150
C11H1.4b.4,3154
C11H1.4b.5,1216
C11H1.4b.6,1065
C11H1.4b.7,3157
C11H1.4b.8,3169
C11H1.4b.9,3155
C11H1.5.1,1833
C11H1.7a.1,832
C11H1.7a.2,923
C11H1.7b.1,216
C11H1.9.1,1555
C11H1.9.2,1477
C12C8.1.1,2072
C12C8.2a.1,1560
C12C8.2b.1,829
C12C8.3a.1,4804
C12C8.3a.2,4745
C12C8.3a.3,4631
C12C8.3b.1,4792
C12C8.3b.2,4733
C12C8.3b.3,4615
C12D12.1a.1,2558
C12D12.1b.1,2109
C12D12.1c.1,2726
C12D12.2a.1,1854
C12D12.2b.1,1761
C12D12.3.1,1006
C12D12.5a.1,1118
C12D12.5a.2,1020
C12D12.5b.1,1090
C12D5.10.1,1109
C12D5.11.1,1142
C12D5.2a.1,1377
C12D5.3.1,704
C12D5.4.1,1091
C12D5.5.1,660
C12D5.7.1,1747
C12D5.8a.1,1557
C12D5.8b.1,1459
C12D5.8b.2,1369
C12D5.9.1,1216
C12D8.10a.1,2069
C12D8.10a.2,2119
C12D8.10b.1,2084
C12D8.10b.2,2134
C12D8.10c.1,1983
C12D8.11.1,2018
C12D8.11.2,2035
C12D8.12.1,1065
C12D8.13a.1,642
C12D8.13b.1,735
C12D8.14.1,362
C12D8.15.1,556
C12D8.16.1,310
C12D8.17.1,316
C12D8.18.1,392
C12D8.18.2,479
C12D8.19.1,317
C12D8.1a.1,2025
C12D8.1a.2,2080
C12D8.1b.1,2698
C12D8.1b.2,2216
C12D8.1c.1,1938
C12D8.1c.10,2006
C12D8.1c.11,2004
C12D8.1c.12,2013
C12D8.1c.13,2006
C12D8.1c.14,1962
C12D8.1c.15,1647
C12D8.1c.2,1907
C12D8.1c.3,2637
C12D8.1c.4,2045
C12D8.1c.5,2050
C12D8.1c.6,2031
C12D8.1c.7,2031
C12D8.1c.8,2028
C12D8.1c.9,2017
C12D8.20.1,891
C12D8.21a.1,249
C12D8.21b.1,78
C12D8.4.1,493
C12D8.5.1,1431
C12D8.5.2,1556
C12D8.6.1,419
C12D8.6.2,325
C12D8.8.1,991
C12D8.9a.1,374
C12D8.9b.1,258
C13A10.1a.1,1611
C13A10.1a.2,1539
C13A10.1b.1,1621
C13A10.2.1,514
C13A10.2.2,524
C13A2.1.1,2193
C13A2.1.2,2306
C13A2.10.1,1039
C13A2.12.1,899
C13A2.3.1,1303
C13A2.4.1,960
C13A2.4.2,1063
C13A2.5.1,1700
C13A2.6.1,1676
C13A2.7a.1,1431
C13A2.7b.1,1299
C13A2.9.1,1006
C13B4.1a.1,3196
C13B4.1b.1,3185
C13B4.1b.2,3048
C13B4.1c.1,930
C13B4.1d.1,3241
C13B4.1e.1,3052
C13B4.1e.2,3058
C13B4.2.1,1689
C13B7.1.1,1041
C13B7.2.1,1017
C13B7.3a.1,1023
C13B7.4a.1,972
C13B7.4b.1,687
C13B7.4e.1,117
C13B7.5.1,1014
C13B7.6.1,582
C13B9.2.1,1947
C13B9.2.2,1571
C13B9.2.3,1648
C13B9.3.1,1808
C13B9.3.2,1937
C13B9.3.3,1680
C13B9.3.4,1777
C13B9.4a.1,2317
C13B9.4a.2,2961
C13B9.4b.1,2287
C13B9.4b.2,2222
C13B9.4b.3,2931
C13B9.4c.1,2353
C13B9.4c.2,2996
C13B9.4d.1,2318
C13B9.4d.2,2220
C13B9.4e.1,2215
C13B9.4e.2,2151
C13C12.1a.1,728
C13C12.1b.1,828
C13C12.2.1,1557
C13C12.2.2,1462
C13C12.2.3,1422
C13C12.2.4,1428
C13C4.1.1,1492
C13C4.2.1,1533
C13C4.3a.1,1594
C13C4.3b.1,1636
C13C4.4.1,1085
C13C4.4.2,1033
C13C4.5.1,1750
C13C4.5.2,1772
C13C4.6.1,1738
C13C4.7.1,1159
C13C4.7.2,1168
C13C4.8.1,887
C13D9.1.1,1387
C13D9.3.1,1227
C13D9.4.1,993
C13D9.5.1,876
C13D9.6.1,876
C13D9.7.1,2315
C13D9.8.1,2106
C13D9.9.1,1626
C13E3.1a.1,3148
C13E3.1b.1,2863
C13F10.1a.1,710
C13F10.1b.1,627
C13F10.2.1,534
C13F10.2.2,577
C13F10.4.1,6574
C13F10.5.1,696
C13F10.5.2,649
C13F10.5.3,619
C13F10.5.4,633
C13F10.5.5,633
C13F10.5.6,631
C13F10.5.7,624
C13F10.5.8,589
C13F10.6.1,1633
C13F10.7.1,956
C13F10.7.2,1025
C13F10.7.3,983
C13F10.8.1,42
C13G3.1.1,827
C13G3.12.1,33
C13G3.2.1,746
C13G3.2.2,766
C13G3.3a.1,2039
C13G3.3a.2,2191
C13G3.3a.3,2092
C13G3.3a.4,1883
C13G3.3a.5,2371
C13G3.3a.6,2368
C13G3.3a.7,2373
C13G3.3a.8,2061
C13G3.3b.1,2051
C13G3.3b.2,2104
C13G3.3b.3,2136
C13G3.3b.4,2121
C13G3.3c.1,2170
C13G3.3c.2,2028
C13G3.3d.1,2109
C13G3.3d.2,1929
C13G5.1.1,937
C13G5.1.2,914
C13G5.1.3,886
C13G5.2.1,1175
C13G5.2.2,1174
C14A11.1.1,1137
C14A11.2.1,1129
C14A11.3a.1,2013
C14A11.3b.1,3677
C14A11.3c.1,2063
C14A11.5.1,1626
C14A11.6a.1,1539
C14A11.6b.1,1563
C14A11.7.1,1086
C14A11.9.1,892
C14A4.1.1,997
C14A4.1.2,1419
C14A4.10.1,445
C14A4.11.1,1066
C14A4.11.2,1001
C14A4.11.3,916
C14A4.11.4,1150
C14A4.11.5,1169
C14A4.12a.1,2276
C14A4.12b.1,2249
C14A4.13.1,1474
C14A4.14.1,1429
C14A4.14.2,1367
C14A4.15.1,1060
C14A4.2.1,1242
C14A4.3.1,2073
C14A4.4a.1,2726
C14A4.4a.2,2750
C14A4.4b.1,2716
C14A4.5.1,747
C14A4.6.1,619
C14A4.7a.1,680
C14A4.7b.1,432
C14A4.8.1,824
C14A4.9.1,594
C14A6.1.1,1161
C14A6.12.1,435
C14A6.13.1,760
C14A6.3.1,2414
C14A6.5.1,673
C14A6.6.1,772
C14A6.7.1,357
C14A6.8.1,484
C14B1.1.1,1584
C14B1.1.2,1649
C14B1.1.3,1599
C14B1.10.1,2280
C14B1.10.2,1908
C14B1.12.1,547
C14B1.2.1,853
C14B1.2.2,766
C14B1.3.1,1349
C14B1.4.1,1340
C14B1.4.2,1366
C14B1.5.1,1293
C14B1.6a.1,2567
C14B1.6a.2,2516
C14B1.6b.1,1919
C14B1.8.1,786
C14B1.8.2,828
C14B1.9.1,1276
C14B4.2.1,5808
C14B4.2.2,5740
C14B9.1.1,493
C14B9.1.2,505
C14B9.10.1,361
C14B9.10.2,349
C14B9.2.1,2112
C14B9.2.2,2217
C14B9.3.1,1139
C14B9.3.2,1226
C14B9.4a.1,2294
C14B9.4a.2,2335
C14B9.4b.1,2299
C14B9.6a.1,5960
C14B9.6a.2,5958
C14B9.6a.3,5985
C14B9.6c.1,5711
C14B9.6c.2,5709
C14B9.6c.3,5736
C14B9.7.1,534
C14B9.7.2,580
C14B9.8a.1,4000
C14B9.8a.2,4063
C14B9.8b.1,4018
C14B9.8b.2,4081
C14C10.1.1,1100
C14C10.10.1,42
C14C10.2a.1,1096
C14C10.2b.1,1025
C14C10.3a.1,2262
C14C10.3b.1,2251
C14C10.3c.1,2500
C14C10.4.1,3370
C14C10.5a.1,6211
C14C10.5a.2,6057
C14C10.5b.1,6163
C14C10.5b.2,6105
C14C10.6.1,635
C14C10.7.1,573
C14C11.1.1,1143
C14C11.1.2,1192
C14C11.2.1,1943
C14C11.2.2,1950
C14C11.3.1,1946
C14C11.4.1,1728
C14C11.4.2,1890
C14C11.5.1,1065
C14C11.6.1,1748
C14C11.7.1,453
C14C11.8a.1,2091
C14C11.8b.1,2421
C14C11.8b.2,2397
C14C6.1.1,805
C14C6.10a.1,981
C14C6.11.1,927
C14C6.13.1,903
C14C6.2a.1,761
C14C6.2b.1,350
C14C6.3.1,1044
C14C6.4.1,1138
C14C6.5a.1,566
C14C6.5b.1,377
C14C6.6.1,1619
C14C6.8.1,1497
C14C6.9.1,915
C14E2.1.1,402
C14E2.11.1,1122
C14E2.3.1,618
C14E2.4.1,1148
C14E2.5.1,791
C14E2.6.1,585
C14E2.7.1,357
C14F11.1.1,1459
C14F11.1.2,1487
C14F11.1.3,1397
C14F11.2.1,2024
C14F11.3.1,1540
C14F11.4a.1,1452
C14F11.4b.1,1364
C14F11.5a.1,1311
C14F11.5a.2,1499
C14F11.5a.3,1367
C14F11.5a.4,1216
C14F11.5b.1,1383
C14F11.6.1,738
C14F11.6.2,709
C14F11.6.3,788
C14F11.7.1,360
C14F11.7.2,715
C14F5.1a.1,1204
C14F5.1b.1,1200
C14F5.2.1,970
C14F5.3a.1,1505
C14F5.3a.2,1444
C14F5.3b.1,4131
C14F5.3b.2,3973
C14F5.3c.1,1540
C14F5.3c.2,1393
C14F5.3c.3,1312
C14F5.3c.4,1481
C14F5.3c.5,1532
C14F5.3c.6,1315
C14F5.3c.7,1251
C14F5.3d.1,4043
C14F5.3e.1,4191
C14F5.3f.1,1416
C14F5.3f.2,1301
C14F5.4.1,1147
C14F5.5.1,1459
C14F5.5.2,1186
C14H10.1.1,1362
C14H10.2a.1,2472
C14H10.2b.1,1533
C14H10.2c.1,2304
C14H10.2d.1,2388
C14H10.2e.1,2211
C14H10.3a.1,2953
C14H10.3b.1,2967
C14H10.3b.2,2952
C14H10.3b.3,2947
C14H10.3b.4,2954
C14H10.3b.5,2984
C14H10.3b.6,3069
C14H10.3b.7,2832
C14H10.4.1,1056
C15A11.1.1,1098
C15A11.2.1,747
C15A11.2.2,2287
C15A11.2.3,684
C15A11.2.4,665
C15A11.3.1,1877
C15A11.4.1,1558
C15A11.4.2,1567
C15A11.5.1,1019
C15A11.5.2,1026
C15A11.6.1,1023
C15A11.7a.1,1665
C15A7.1.1,1301
C15A7.2.1,1700
C15A7.4.1,1182
C15B12.1.1,1324
C15B12.1.2,1277
C15B12.2.1,1347
C15B12.3.1,279
C15B12.4.1,1786
C15B12.4.2,1853
C15B12.5a.1,2240
C15B12.5b.1,2405
C15B12.5c.1,1869
C15B12.5d.1,2133
C15B12.5e.1,2040
C15B12.6a.1,1358
C15B12.6b.1,1349
C15B12.7a.1,2007
C15B12.7a.2,1931
C15B12.7a.3,2161
C15B12.7b.1,2337
C15B12.7b.2,2139
C15B12.7b.3,2046
C15B12.7c.1,1961
C15B12.7c.2,1835
C15B12.8.1,1284
C15B12.9.1,826
C15C6.1.1,837
C15C6.2a.1,976
C15C6.2b.1,1004
C15C6.3.1,2585
C15C6.4.1,712
C15C7.1.1,670
C15C7.1.2,636
C15C7.1.3,622
C15C7.1.4,627
C15C7.2.1,2068
C15C7.2.2,2161
C15C7.4.1,1426
C15C7.4.2,1366
C15C7.5.1,744
C15C7.5.2,713
C15C7.5.3,892
C15C7.5.4,935
C15C7.5.5,884
C15C7.5.6,699
C15C7.6.1,1436
C15C7.7.1,1314
C15C7.7.2,1350
C15C8.1.1,1880
C15C8.2.1,2306
C15C8.3a.1,1416
C15C8.3b.1,664
C15C8.4.1,1295
C15C8.5.1,1160
C15C8.6.1,1295
C15C8.7.1,500
C15C8.8.1,627
C15F1.1a.1,838
C15F1.1a.2,928
C15F1.1b.1,886
C15F1.1b.2,976
C15F1.2.1,2642
C15F1.3a.1,4659
C15F1.3a.2,4712
C15F1.3a.3,4692
C15F1.3b.1,3543
C15F1.3b.2,3596
C15F1.3c.1,4674
C15F1.3c.10,3088
C15F1.3c.11,2579
C15F1.3c.2,1899
C15F1.3c.3,4678
C15F1.3c.4,4676
C15F1.3c.5,4655
C15F1.3c.6,4660
C15F1.3c.7,4244
C15F1.3c.8,3790
C15F1.3c.9,3038
C15F1.4.1,1320
C15F1.5a.1,1258
C15F1.5b.1,1018
C15F1.6.1,1136
C15F1.7a.1,715
C15F1.7b.1,662
C15F1.8.1,1305
C15F1.8.2,1104
C15H11.1.1,442
C15H11.10.1,668
C15H11.11a.1,621
C15H11.11b.1,246
C15H11.13.1,483
C15H11.2a.1,1249
C15H11.2b.1,879
C15H11.3.1,2817
C15H11.4.1,1144
C15H11.4.2,1156
C15H11.5.1,1744
C15H11.5.2,1706
C15H11.5.3,1692
C15H11.5.4,1664
C15H11.5.5,1632
C15H11.6.1,1396
C15H11.6.2,1481
C15H11.7.1,946
C15H11.7.2,1044
C15H11.8.1,471
C15H11.8.2,555
C15H11.9.1,1126
C15H11.9.2,1038
C15H7.3.1,1265
C15H7.3.2,1241
C15H7.4.1,1078
C15H9.1.1,3236
C15H9.11.1,452
C15H9.11.2,418
C15H9.2.1,1144
C15H9.3.1,945
C15H9.4.1,2205
C15H9.4.2,2200
C15H9.5.1,2394
C15H9.5.2,2455
C15H9.6a.1,2366
C15H9.6a.10,2682
C15H9.6a.11,2322
C15H9.6a.2,2335
C15H9.6a.3,2216
C15H9.6a.4,2328
C15H9.6a.5,2239
C15H9.6a.6,2120
C15H9.6a.7,2063
C15H9.6a.8,2513
C15H9.6a.9,2458
C15H9.6b.1,1361
C15H9.6b.2,1309
C15H9.6b.3,1190
C15H9.6b.4,1302
C15H9.6b.5,1213
C15H9.7.1,1527
C15H9.8a.1,1315
C15H9.8b.1,870
C15H9.9.1,510
C15H9.9.2,590
C15H9.9.3,484
C15H9.9.4,641
C16A11.10.1,1455
C16A11.1a.1,1092
C16A11.1b.1,1590
C16A11.2a.1,1858
C16A11.2a.2,1908
C16A11.2b.1,1978
C16A11.3a.1,1015
C16A11.4a.1,1730
C16A11.4a.2,1744
C16A11.4b.1,1679
C16A11.5a.1,1982
C16A11.5a.2,2062
C16A11.5a.3,1239
C16A11.5b.1,2270
C16A11.5b.2,2584
C16A11.5b.3,2589
C16A11.5b.4,2230
C16A11.5b.5,2252
C16A11.5b.6,2347
C16A11.5b.7,2336
C16A11.5b.8,1341
C16A11.5c.1,2219
C16A11.5c.2,1945
C16A11.5c.3,2207
C16A11.5d.1,2263
C16A11.5e.1,1942
C16A11.6.1,985
C16A11.7.1,812
C16A11.8.1,699
C16A11.9.1,992
C16A3.10.1,1432
C16A3.10.2,1458
C16A3.10.3,1454
C16A3.1a.1,2235
C16A3.1b.1,2231
C16A3.1c.1,2246
C16A3.2.1,858
C16A3.3.1,5462
C16A3.4.1,1235
C16A3.4.2,1263
C16A3.5.1,635
C16A3.5.2,712
C16A3.6.1,1122
C16A3.6.2,1023
C16A3.6.3,1314
C16A3.7.1,3553
C16A3.8.1,4450
C16A3.9.1,565
C16B8.1.1,1883
C16B8.1.2,1938
C16B8.1.3,1913
C16B8.2.1,2624
C16B8.3.1,893
C16B8.4.1,1670
C16B8.4.2,1738
C16C10.1.1,1368
C16C10.10.1,959
C16C10.11.1,698
C16C10.11.2,578
C16C10.12a.1,1921
C16C10.12b.1,1879
C16C10.12c.1,1658
C16C10.12d.1,1616
C16C10.13.1,864
C16C10.13.2,1126
C16C10.2.1,929
C16C10.3.1,3537
C16C10.4.1,663
C16C10.4.2,618
C16C10.4.3,602
C16C10.5.1,1334
C16C10.6.1,1287
C16C10.7a.1,988
C16C10.7b.1,939
C16C10.7c.1,623
C16C10.7d.1,572
C16C10.8.1,854
C16C10.8.2,868
C16C10.9.1,901
C16C2.1.1,600
C16C2.2a.1,2376
C16C2.2a.2,2336
C16C2.2a.3,2547
C16C2.2b.1,2366
C16C2.2b.2,2537
C16C2.3a.1,2583
C16C2.3a.2,2518
C16C2.3b.1,1124
C16C2.4a.1,1240
C16C2.4b.1,1256
C16C4.1.1,180
C16C4.10.1,849
C16C4.11.1,837
C16C4.12.1,825
C16C4.13.1,1251
C16C4.14.1,841
C16C4.15.1,1136
C16C4.15.2,1025
C16C4.17a.1,240
C16C4.17b.1,330
C16C4.18.1,514
C16C4.3.1,828
C16C4.4a.1,957
C16C4.4b.1,1072
C16C4.5.1,1013
C16C4.6.1,1101
C16C4.8.1,875
C16C8.10.1,508
C16C8.11.1,888
C16C8.11.2,879
C16C8.12.1,787
C16C8.13.1,999
C16C8.13.2,1000
C16C8.13.3,908
C16C8.13.4,910
C16C8.14.1,787
C16C8.14.2,830
C16C8.16.1,892
C16C8.17.1,660
C16C8.18.1,874
C16C8.19.1,519
C16C8.2.1,2533
C16C8.20.1,596
C16C8.21.1,506
C16C8.22.1,516
C16C8.25.1,498
C16C8.26.1,2076
C16C8.27.1,674
C16C8.4.1,791
C16C8.5.1,622
C16C8.7.1,462
C16C8.8.1,464
C16C8.9.1,520
C16D2.1a.1,1177
C16D2.1b.1,631
C16D2.1c.1,409
C16D2.2.1,321
C16D2.3.1,274
C16D6.2a.1,1892
C16D6.2b.1,2065
C16D6.2b.2,2027
C16D6.2c.1,2047
C16D6.2c.2,2000
C16D6.2d.1,1135
C16D9.1.1,1367
C16D9.1.2,1392
C16D9.2.1,7745
C16D9.3.1,880
C16D9.4.1,1263
C16D9.5.1,1310
C16D9.5.2,1429
C16D9.6.1,1232
C16D9.8.1,434
C16D9.9.1,447
C16E9.1.1,2002
C16E9.2a.1,1709
C16E9.2a.2,1721
C16E9.2b.1,1724
C16E9.2b.2,1759
C16E9.2b.3,1708
C16E9.2b.4,1558
C16E9.2b.5,1296
C16E9.2b.6,583
C16E9.4a.1,2551
C16E9.4a.2,2481
C16E9.4b.1,1507
C16E9.4b.2,1387
C16H3.1a.1,794
C16H3.1b.1,860
C16H3.2.1,733
C16H3.3a.1,2750
C16H3.3b.1,2402
C17A2.1.1,1032
C17A2.2.1,1379
C17A2.3.1,1047
C17A2.4.1,1047
C17A2.5.1,2058
C17A2.7.1,876
C17A2.8.1,1256
C17B7.1.1,1011
C17B7.10a.1,1483
C17B7.10b.1,1235
C17B7.11.1,1089
C17B7.12.1,719
C17B7.14.1,132
C17B7.15.1,665
C17B7.3b.1,138
C17B7.3c.1,597
C17B7.4.1,686
C17B7.5.1,2775
C17B7.8a.1,1327
C17B7.8b.1,1598
C17B7.9.1,638
C17C3.10.1,1028
C17C3.11.1,990
C17C3.11.2,900
C17C3.11.3,778
C17C3.12a.1,1400
C17C3.12a.2,1064
C17C3.12a.3,1070
C17C3.12b.1,1219
C17C3.12c.1,1413
C17C3.12d.1,635
C17C3.12e.1,1331
C17C3.13.1,540
C17C3.15.1,1109
C17C3.15.2,1511
C17C3.18.1,308
C17C3.19.1,329
C17C3.19.2,434
C17C3.1a.1,1435
C17C3.1b.1,1586
C17C3.1c.1,461
C17C3.1c.2,486
C17C3.1d.1,641
C17C3.1e.1,1342
C17C3.2.1,1186
C17C3.24.1,303
C17C3.24.2,284
C17C3.3.1,1188
C17C3.4.1,389
C17C3.5.1,452
C17C3.6.1,441
C17C3.7.1,807
C17C3.8.1,771
C17C3.9.1,547
C17D12.1a.1,1445
C17D12.1b.1,1448
C17D12.2a.1,2317
C17D12.2b.1,2167
C17D12.2c.1,2023
C17D12.2d.1,1873
C17D12.3.1,1257
C17D12.5.1,491
C17D12.6a.1,2024
C17D12.6b.1,1159
C17D12.7.1,2490
C17D12.7.2,2524
C17D12.9.1,276
C17E4.10a.1,1509
C17E4.10b.1,699
C17E4.11.1,756
C17E4.19.1,581
C17E4.1a.1,1293
C17E4.1b.1,1101
C17E4.2.1,862
C17E4.2.2,870
C17E4.20.1,1687
C17E4.20.2,1760
C17E4.3.1,1503
C17E4.4.1,539
C17E4.5.1,1065
C17E4.5.2,996
C17E4.6.1,1720
C17E4.6.2,1534
C17E4.9a.1,2252
C17E4.9a.2,2109
C17E4.9a.3,2038
C17E4.9a.4,1981
C17E4.9a.5,2115
C17E4.9a.6,2086
C17E4.9a.7,2084
C17E7.1.1,1278
C17E7.10.1,1053
C17E7.11.1,1101
C17E7.12.1,391
C17E7.13.1,918
C17E7.2.1,1002
C17E7.3a.1,978
C17E7.3b.1,831
C17E7.4.1,1177
C17E7.5.1,1101
C17E7.6.1,1237
C17E7.6.2,1303
C17E7.7a.1,1215
C17E7.7b.1,1036
C17E7.8a.1,1205
C17E7.8b.1,1208
C17E7.9a.1,1000
C17E7.9b.1,921
C17F3.1.1,355
C17F3.3.1,1037
C17F4.1.1,693
C17F4.10.1,969
C17F4.11.1,564
C17F4.12.1,393
C17F4.2.1,465
C17F4.3.1,863
C17F4.4.1,957
C17F4.5.1,1160
C17F4.6a.1,3698
C17F4.6b.1,3683
C17F4.6c.1,3716
C17F4.7.1,638
C17F4.7.2,678
C17F4.8.1,696
C17G1.1.1,1293
C17G1.14.1,239
C17G1.2.1,921
C17G1.3a.1,1759
C17G1.3b.1,1395
C17G1.4a.1,3402
C17G1.4b.1,3267
C17G1.5.1,1666
C17G1.5.2,1383
C17G1.6a.1,2539
C17G1.6b.1,2299
C17G1.7.1,1236
C17G1.7.2,1334
C17G1.8.1,1128
C17G1.8.2,1158
C17G10.1.1,1597
C17G10.1.2,1584
C17G10.10.1,504
C17G10.13.1,1323
C17G10.13.2,1247
C17G10.13.3,1250
C17G10.2.1,1408
C17G10.4a.1,2550
C17G10.4a.2,2714
C17G10.4c.1,2864
C17G10.4c.2,2531
C17G10.4c.3,2545
C17G10.4d.1,2734
C17G10.4e.1,2731
C17G10.4e.2,2745
C17G10.4g.1,2906
C17G10.4g.2,2566
C17G10.4h.1,2633
C17G10.5.1,970
C17G10.5.2,980
C17G10.6a.1,2052
C17G10.6b.1,1464
C17G10.7.1,888
C17G10.8.1,1454
C17G10.9a.1,1955
C17G10.9b.1,1949
C17G10.9c.1,1943
C17G10.9c.10,1949
C17G10.9c.11,1943
C17G10.9c.12,1940
C17G10.9c.13,1950
C17G10.9c.14,1941
C17G10.9c.15,1933
C17G10.9c.2,1950
C17G10.9c.3,1944
C17G10.9c.4,1951
C17G10.9c.5,1945
C17G10.9c.6,1952
C17G10.9c.7,1938
